,extension,id,plane_tags,tags
1147,jpg,1148,"聞いてはいけないことだと思ってました,宮原るり,『みそララ』,（麦田美苑）","聞いてはいけないことだと思ってました,宮原るり,『みそララ』,（麦田美苑）"
1148,jpg,1149,"こ…,怖すぎる…,大武政夫,『ヒナまつり』,（三嶋瞳）","こ…,怖すぎる…,大武政夫,『ヒナまつり』,（三嶋瞳）"
1149,jpg,1150,"弱ぇ～・・・,うすた京介,『ピューと吹く!ジャガー』,（ピヨ彦/酒留清彦）","弱ぇ～・・・,うすた京介,『ピューと吹く!ジャガー』,（ピヨ彦/酒留清彦）"
1150,jpg,1151,"開いた口が塞がらない時に。,雷句誠,『どうぶつの国』,（リエム）","開いた口が塞がらない時に。,雷句誠,『どうぶつの国』,（リエム）"
1151,jpg,1152,"親しい人追い込むとか,ヤクザよりエゲツないわ,この人……,大武政夫,『ヒナまつり』,（新田義史）","親しい人追い込むとか,ヤクザよりエゲツないわ,この人……,大武政夫,『ヒナまつり』,（新田義史）"
1152,jpg,1153,"もう少しちゃんと勉強しよう,いたち,『僕は友達が少ない』,（羽瀬川小鷹）","もう少しちゃんと勉強しよう,いたち,『僕は友達が少ない』,（羽瀬川小鷹）"
1153,jpg,1154,"めんどくせ～……,松本ひで吉,『さばげぶっ！』,（園川モモカ）","めんどくせ～……,松本ひで吉,『さばげぶっ！』,（園川モモカ）"
1154,jpg,1155,"バレないように精一杯顔変えてるつもり,大武政夫,『ヒナまつり』,（三嶋瞳）","バレないように精一杯顔変えてるつもり,大武政夫,『ヒナまつり』,（三嶋瞳）"
1155,jpg,1156,"ダメだ,この人,宮原るり,『みそララ』,（麦田美苑）","ダメだ,この人,宮原るり,『みそララ』,（麦田美苑）"
1156,jpg,1157,"……,……,…え？,松本ひで吉,『さばげぶっ！』,（園川モモカ）","……,……,…え？,松本ひで吉,『さばげぶっ！』,（園川モモカ）"
1157,jpg,1158,"……,（ドドドドド…）,大武政夫,『ヒナまつり』,（三嶋瞳）","……,（ドドドドド…）,大武政夫,『ヒナまつり』,（三嶋瞳）"
1158,jpg,1159,"ええええええ,青山剛昌,『名探偵コナン』","ええええええ,青山剛昌,『名探偵コナン』"
1159,jpg,1160,"えええ━━━━!!?,松本ひで吉,『さばげぶっ！』","えええ━━━━!!?,松本ひで吉,『さばげぶっ！』"
1160,jpg,1161,"ええ～!?,それは……,いくらなんでもそれは……!!,無理だ!!,無理ですよ!!,岩明均,『ヒストリエ』","ええ～!?,それは……,いくらなんでもそれは……!!,無理だ!!,無理ですよ!!,岩明均,『ヒストリエ』"
1161,jpg,1162,"えぇ！？,大武政夫,『ヒナまつり』,（前田仁志）","えぇ！？,大武政夫,『ヒナまつり』,（前田仁志）"
1162,jpg,1163,"ええ！？,美内すずえ,『ガラスの仮面』,（北島マヤ）","ええ！？,美内すずえ,『ガラスの仮面』,（北島マヤ）"
1163,jpg,1164,"え━━━━！！,タアモ,『たいようのいえ』,（本宮真魚）","え━━━━！！,タアモ,『たいようのいえ』,（本宮真魚）"
1164,jpg,1165,"え……!?,小林立,『咲-Saki-』,（宮永咲）","え……!?,小林立,『咲-Saki-』,（宮永咲）"
1165,jpg,1166,"え～っ,末次由紀,『ちはやふる』","え～っ,末次由紀,『ちはやふる』"
1166,jpg,1167,"うわっ、うわわわわーっ!!,北崎拓,『このSを、見よ！クピドの悪戯』,（鵜守田倫）","うわっ、うわわわわーっ!!,北崎拓,『このSを、見よ！クピドの悪戯』,（鵜守田倫）"
1167,jpg,1168,"うわあ,たかみ裕紀,『ロウきゅーぶ！』,（長谷川昴）","うわあ,たかみ裕紀,『ロウきゅーぶ！』,（長谷川昴）"
1168,jpg,1169,"……い、いやらしい……,北崎拓,『さくらんぼシンドローム,クピドの悪戯Ⅱ』,（天海玲菜）","……い、いやらしい……,北崎拓,『さくらんぼシンドローム,クピドの悪戯Ⅱ』,（天海玲菜）"
1169,jpg,1170,"いや～,ビックリしたな～,大武政夫,『ヒナまつり』,（新庄マミ）","いや～,ビックリしたな～,大武政夫,『ヒナまつり』,（新庄マミ）"
1170,jpg,1171,"あれ？,春野友矢,『ディーふらぐ！』,（風間堅次）","あれ？,春野友矢,『ディーふらぐ！』,（風間堅次）"
1171,jpg,1172,"アメイジング！！,ひろやまひろし,『Fate/kaleid,liner,プリズマ☆イリヤ』,（遠坂凛＆ルヴィアゼリッタ・エーデルフェルト）","アメイジング！！,ひろやまひろし,『Fate/kaleid,liner,プリズマ☆イリヤ』,（遠坂凛＆ルヴィアゼリッタ・エーデルフェルト）"
1172,jpg,1173,"あぁっ……！,森田まさのり,『べしゃり暮らし』,（子安蒼太）","あぁっ……！,森田まさのり,『べしゃり暮らし』,（子安蒼太）"
1173,jpg,1174,"・・・え。,ピロ式×蛍たかな,『アイリス・ゼロ』,（佐々森小雪）","・・・え。,ピロ式×蛍たかな,『アイリス・ゼロ』,（佐々森小雪）"
1174,jpg,1175,"！？,犬犬,『深海魚のアンコさん』,（堤鮟子）","！？,犬犬,『深海魚のアンコさん』,（堤鮟子）"
1175,jpg,1176,"何メソメソ泣き事言ってんの！？,西森博之,『鋼鉄の華っ柱』,（佳賀夏野）","何メソメソ泣き事言ってんの！？,西森博之,『鋼鉄の華っ柱』,（佳賀夏野）"
1176,jpg,1177,"すると,何と突然,彼は怒り出した,荒木飛呂彦,『ジョジョの奇妙な冒険』","すると,何と突然,彼は怒り出した,荒木飛呂彦,『ジョジョの奇妙な冒険』"
1177,jpg,1178,"うがあああああああああ!!,呪ってやるーっ!!,久遠まこと,『のろガール』,（暗馬詩音）","うがあああああああああ!!,呪ってやるーっ!!,久遠まこと,『のろガール』,（暗馬詩音）"
1178,jpg,1179,"気に喰わねェ……！,ブッ潰す！,佐野菜見,『坂本ですが？』,（瀬良裕也）","気に喰わねェ……！,ブッ潰す！,佐野菜見,『坂本ですが？』,（瀬良裕也）"
1179,jpg,1180,"アリですね,小林立,『咲-Saki-』,（原村和）","アリですね,小林立,『咲-Saki-』,（原村和）"
1180,jpg,1181,"やります！,うすた京介,『ピューと吹く!ジャガー』,（ピヨ彦/酒留清彦）","やります！,うすた京介,『ピューと吹く!ジャガー』,（ピヨ彦/酒留清彦）"
1181,jpg,1182,"もちろん,いいですよ,ナカノ,『ビブリア古書堂の事件手帖』,（篠川栞子）※角川コミックス版","もちろん,いいですよ,ナカノ,『ビブリア古書堂の事件手帖』,（篠川栞子）※角川コミックス版"
1182,jpg,1183,"もちろん,安西理晃,『お姉ちゃんが来た』,（水原一香）","もちろん,安西理晃,『お姉ちゃんが来た』,（水原一香）"
1183,jpg,1184,"完璧（パーフェクト）！！,鈴木央,『ライジングインパクト』,（クエスター・フェニックス）","完璧（パーフェクト）！！,鈴木央,『ライジングインパクト』,（クエスター・フェニックス）"
1184,jpg,1185,"いいんじゃね？,荒川弘,『銀の匙,Silver,Spoon』,（桜木義久）","いいんじゃね？,荒川弘,『銀の匙,Silver,Spoon』,（桜木義久）"
1185,jpg,1186,"『騙される方が悪い』,いたち,『僕は友達が少ない』,（三日月夜空）","『騙される方が悪い』,いたち,『僕は友達が少ない』,（三日月夜空）"
1186,jpg,1187,"否！！,小林立,『咲-Saki-』,（龍門渕透華）","否！！,小林立,『咲-Saki-』,（龍門渕透華）"
1187,jpg,1188,知るか。,知るか。
1188,jpg,1189,"知らん,鳴見なる+唐花見コウ,『JA,～女子によるアグリカルチャー～』,（野沢りんご）","知らん,鳴見なる+唐花見コウ,『JA,～女子によるアグリカルチャー～』,（野沢りんご）"
1189,jpg,1190,"駄目ですよっ！！,浜田よしかづ,『つぐもも』,（近石千里）","駄目ですよっ！！,浜田よしかづ,『つぐもも』,（近石千里）"
1190,jpg,1191,"全然カッコ良くないよ,バーカ,春野友矢,『ディーふらぐ！』,（高尾）","全然カッコ良くないよ,バーカ,春野友矢,『ディーふらぐ！』,（高尾）"
1191,jpg,1192,"もーダメ,もームリ！,生理的にイヤ！！,あだちとか,『ノラガミ』,（伴音）","もーダメ,もームリ！,生理的にイヤ！！,あだちとか,『ノラガミ』,（伴音）"
1192,jpg,1193,"信じませんよ！！,荒井チェリー,『未確認で進行形』,（三峰真白）","信じませんよ！！,荒井チェリー,『未確認で進行形』,（三峰真白）"
1193,jpg,1194,"な…,しょしょしょ,処女ちゃうわ━━━━","な…,しょしょしょ,処女ちゃうわ━━━━"
1194,jpg,1195,"スケベやないわ!!,興味津々なだけやっ!!!,久保帯人,『BLEACH』,（矢胴丸リサ）","スケベやないわ!!,興味津々なだけやっ!!!,久保帯人,『BLEACH』,（矢胴丸リサ）"
1195,jpg,1196,"言い方！！,大武政夫,『ヒナまつり』,（三嶋瞳）","言い方！！,大武政夫,『ヒナまつり』,（三嶋瞳）"
1196,jpg,1197,"「いいえ」,「何もしてません」,「大丈夫です!!」,咲香里,『スマッシュ！』,（東翔太）","「いいえ」,「何もしてません」,「大丈夫です!!」,咲香里,『スマッシュ！』,（東翔太）"
1197,jpg,1198,べ、別にあんたのためにやったんじゃ、ないんだからね！,べ、別にあんたのためにやったんじゃ、ないんだからね！
1198,jpg,1199,"きゅぅ・・・,上杉可南子,『逆運命の人』,（まどり）","きゅぅ・・・,上杉可南子,『逆運命の人』,（まどり）"
1199,jpg,1200,"……別に,人の勝手だろ,キミにはカンケーない,ひうらさとる,『ホタルノヒカリ』,（高野誠一）","……別に,人の勝手だろ,キミにはカンケーない,ひうらさとる,『ホタルノヒカリ』,（高野誠一）"
1200,jpg,1201,"が,がんばりました！,中原アヤ,『ラブ★コン』,（小泉リサ）","が,がんばりました！,中原アヤ,『ラブ★コン』,（小泉リサ）"
1201,jpg,1202,"か……,かわいいっ,末次由紀,『ちはやふる』,（綾瀬千早）","か……,かわいいっ,末次由紀,『ちはやふる』,（綾瀬千早）"
1202,jpg,1203,"シャッターチャンスの時に。,佐野菜見,『坂本ですが？』,（坂本くん）","シャッターチャンスの時に。,佐野菜見,『坂本ですが？』,（坂本くん）"
1203,jpg,1204,"今の世の中,オバケなんかより,現実の方がよっぽど怖い,久米田康治×ヤス,『じょしらく』,（空琉美遊亭丸京）","今の世の中,オバケなんかより,現実の方がよっぽど怖い,久米田康治×ヤス,『じょしらく』,（空琉美遊亭丸京）"
1204,jpg,1205,"オレは本気だ,咲香里,『スマッシュ！』,（羽柴亜南）","オレは本気だ,咲香里,『スマッシュ！』,（羽柴亜南）"
1205,jpg,1206,"おめでとー！！,浜田よしかづ,『つぐもも』","おめでとー！！,浜田よしかづ,『つぐもも』"
1206,jpg,1207,"おしおきが必要ね,久遠まこと,『のろガール』,（エリー・桜花・ロンネフェルト）","おしおきが必要ね,久遠まこと,『のろガール』,（エリー・桜花・ロンネフェルト）"
1207,jpg,1208,"オゴルよ。,西森博之,『鋼鉄の華っ柱』,（ルー子）","オゴルよ。,西森博之,『鋼鉄の華っ柱』,（ルー子）"
1208,jpg,1209,"俺だって,いい加減,彼女が欲しいんだ,清水栄一×下口智裕,『ULTRAMAN』,（早田進次郎）","俺だって,いい加減,彼女が欲しいんだ,清水栄一×下口智裕,『ULTRAMAN』,（早田進次郎）"
1209,jpg,1210,"いいことを言うなあ。,河合克敏,『とめはねっ!,鈴里高校書道部』,（大江縁＆一条毅）","いいことを言うなあ。,河合克敏,『とめはねっ!,鈴里高校書道部』,（大江縁＆一条毅）"
1210,jpg,1211,"あの子の言うことは気にしないでください。,石井あゆみ,『信長協奏曲』,（サブロー/織田信長）","あの子の言うことは気にしないでください。,石井あゆみ,『信長協奏曲』,（サブロー/織田信長）"
1211,jpg,1212,"あの子,エグイわー,春野友矢,『ディーふらぐ！』,（高尾）","あの子,エグイわー,春野友矢,『ディーふらぐ！』,（高尾）"
1212,jpg,1213,"あーもー!!,うらやましい!!,かきふらい,『けいおん！』,（鈴木純）","あーもー!!,うらやましい!!,かきふらい,『けいおん！』,（鈴木純）"
1213,jpg,1214,"あー,スッキリした！,勇人,『はなまる幼稚園』,（草野蕗央瀬）","あー,スッキリした！,勇人,『はなまる幼稚園』,（草野蕗央瀬）"
1214,jpg,1215,"…という,悪夢をみたよ,うすた京介,『ピューと吹く!ジャガー』,（ジャガージュン市）","…という,悪夢をみたよ,うすた京介,『ピューと吹く!ジャガー』,（ジャガージュン市）"
1215,jpg,1216,"●ＲＥＣ,TVアニメ『未確認で進行形』,（夜ノ森紅緒）","●ＲＥＣ,TVアニメ『未確認で進行形』,（夜ノ森紅緒）"
1216,jpg,1217,"やめて…,やめて下さい…っ,原悠衣,『きんいろモザイク』,（大宮忍）","やめて…,やめて下さい…っ,原悠衣,『きんいろモザイク』,（大宮忍）"
1217,jpg,1218,"やだ…,うそ…,えのきづ,『琴浦さん』,（御舟百合子）","やだ…,うそ…,えのきづ,『琴浦さん』,（御舟百合子）"
1218,jpg,1219,"もぉ,いやだ,大武政夫,『ヒナまつり』,（アンズ）","もぉ,いやだ,大武政夫,『ヒナまつり』,（アンズ）"
1219,jpg,1220,"ぼろぼろぼろぼろ（号泣）,宮原るり,『恋愛ラボ』,（真木夏緒）","ぼろぼろぼろぼろ（号泣）,宮原るり,『恋愛ラボ』,（真木夏緒）"
1220,jpg,1221,"あ……,あへへへへ…,僕はもう…,ダ～メだぁ…,ヒロユキ,『マンガ家さんとアシスタントさんと』,（貫一真）","あ……,あへへへへ…,僕はもう…,ダ～メだぁ…,ヒロユキ,『マンガ家さんとアシスタントさんと』,（貫一真）"
1221,jpg,1222,"ちょっと…,ティッシュを,小花美穂,『アンダンテ』,（高原茗＆高原那都）","ちょっと…,ティッシュを,小花美穂,『アンダンテ』,（高原茗＆高原那都）"
1222,jpg,1223,"そんな悲しい事言わないで…,冬川基,『とある科学の超電磁砲』,（初春飾利）","そんな悲しい事言わないで…,冬川基,『とある科学の超電磁砲』,（初春飾利）"
1223,jpg,1224,"ちくしょうめ……,よしだもろへ,『いなり、こんこん、恋いろは。』,（伏見いなり）","ちくしょうめ……,よしだもろへ,『いなり、こんこん、恋いろは。』,（伏見いなり）"
1224,jpg,1225,"……それ以上は…,何も言うな……,岸本斉史,『NARUTO,-ナルト-』,（桃地再不斬）","……それ以上は…,何も言うな……,岸本斉史,『NARUTO,-ナルト-』,（桃地再不斬）"
1225,jpg,1226,"う…,それって（ホロリ）,佳月玲茅,『やはり俺の青春ラブコメはまちがっている。-妄言録-』,（由比ヶ浜結衣）","う…,それって（ホロリ）,佳月玲茅,『やはり俺の青春ラブコメはまちがっている。-妄言録-』,（由比ヶ浜結衣）"
1226,jpg,1227,"そっかー…,やっぱあかんかー…,岡本倫,『極黒のブリュンヒルデ』,（カズミ＝シュリーレンツァウアー）","そっかー…,やっぱあかんかー…,岡本倫,『極黒のブリュンヒルデ』,（カズミ＝シュリーレンツァウアー）"
1227,jpg,1228,"ピシャー,ぷよ,『長門有希ちゃんの消失』,（長門有希）","ピシャー,ぷよ,『長門有希ちゃんの消失』,（長門有希）"
1228,jpg,1229,"ジュテェェェ━━━ム,うすた京介,『ピューと吹く!ジャガー』,（白川高菜）","ジュテェェェ━━━ム,うすた京介,『ピューと吹く!ジャガー』,（白川高菜）"
1229,jpg,1230,"うつけめっ！,石井あゆみ,『信長協奏曲』,（斎藤道三/長井新一）","うつけめっ！,石井あゆみ,『信長協奏曲』,（斎藤道三/長井新一）"
1230,jpg,1231,"うるうる,エエ話や・・・,上杉可南子,『逆運命の人』,（まどり）","うるうる,エエ話や・・・,上杉可南子,『逆運命の人』,（まどり）"
1231,jpg,1232,"大っきいよ…,大きすぎるよ,あんたのやさしさ袋…,うすた京介,『ピューと吹く!ジャガー』,（ミスパンティストッキング）","大っきいよ…,大きすぎるよ,あんたのやさしさ袋…,うすた京介,『ピューと吹く!ジャガー』,（ミスパンティストッキング）"
1232,jpg,1233,"切ねー。,西森博之,『お茶にごす。』,（山田航）","切ねー。,西森博之,『お茶にごす。』,（山田航）"
1233,jpg,1234,"生まれてきて,良かった…！！,藤原ここあ,『妖狐×僕SS』,（御狐神双熾）","生まれてきて,良かった…！！,藤原ここあ,『妖狐×僕SS』,（御狐神双熾）"
1234,jpg,1235,"心配かけやがって畜生ッ・・・！！,麻生羽呂,『今際の国のアリス』,（苅部大吉）","心配かけやがって畜生ッ・・・！！,麻生羽呂,『今際の国のアリス』,（苅部大吉）"
1235,jpg,1236,"信じれば…,きっと夢は叶う！,うすた京介,『ピューと吹く!ジャガー』,（ジャガー＆ピヨ彦）","信じれば…,きっと夢は叶う！,うすた京介,『ピューと吹く!ジャガー』,（ジャガー＆ピヨ彦）"
1236,jpg,1237,"う…う,う…,うっう…,う…,若木民喜,『神のみぞ知るセカイ』,（エルシィ/エリュシア・デ・ルート・イーマ）","う…う,う…,うっう…,う…,若木民喜,『神のみぞ知るセカイ』,（エルシィ/エリュシア・デ・ルート・イーマ）"
1237,jpg,1238,"もういいんだ,よく頑張った,感動した!!,大武政夫,『ヒナまつり』,（新田義史）","もういいんだ,よく頑張った,感動した!!,大武政夫,『ヒナまつり』,（新田義史）"
1238,jpg,1239,"感動した！！,田口囁一,『僕は友達が少ない＋』,（柏崎天馬）","感動した！！,田口囁一,『僕は友達が少ない＋』,（柏崎天馬）"
1239,jpg,1240,"感・極まる！！,石井あゆみ,『信長協奏曲』,（池田恒興）","感・極まる！！,石井あゆみ,『信長協奏曲』,（池田恒興）"
1240,jpg,1241,"う～・・・,古味直志,『ニセコイ』,（桐崎千棘）","う～・・・,古味直志,『ニセコイ』,（桐崎千棘）"
1241,jpg,1242,"俺は今,もうれつに感動している！！,椎名軽穂,『CRAZY,FOR,YOU』,（川中雄平）","俺は今,もうれつに感動している！！,椎名軽穂,『CRAZY,FOR,YOU』,（川中雄平）"
1242,jpg,1243,"俺が……,どんな思いで…,大武政夫,『ヒナまつり』,（前田仁志）","俺が……,どんな思いで…,大武政夫,『ヒナまつり』,（前田仁志）"
1243,jpg,1244,"愛する気持ちは,止められないよ!!!,ヒロユキ,『マンガ家さんとアシスタントさんと』,（愛徒勇気）","愛する気持ちは,止められないよ!!!,ヒロユキ,『マンガ家さんとアシスタントさんと』,（愛徒勇気）"
1244,jpg,1245,"わあああああああ!!!,ぷよ,『長門有希ちゃんの消失』,（長門有希）","わあああああああ!!!,ぷよ,『長門有希ちゃんの消失』,（長門有希）"
1245,jpg,1246,"よかった━━━━!!!,よしだもろへ,『いなり、こんこん、恋いろは。』,（丸太町ちか）","よかった━━━━!!!,よしだもろへ,『いなり、こんこん、恋いろは。』,（丸太町ちか）"
1246,jpg,1247,"嘘だよ,ばーか","嘘だよ,ばーか"
1247,jpg,1248,"引くわァ……,なもり,『ゆるゆり』,（船見結衣）","引くわァ……,なもり,『ゆるゆり』,（船見結衣）"
1248,jpg,1249,"引くわ,病気だろもはや,死んでも治りそうにないですね,ヒロユキ,『マンガ家さんとアシスタントさんと』,（音砂みはり＆黒井せな＆足須沙穂都）","引くわ,病気だろもはや,死んでも治りそうにないですね,ヒロユキ,『マンガ家さんとアシスタントさんと』,（音砂みはり＆黒井せな＆足須沙穂都）"
1249,jpg,1250,"マジでキモイ,マドカマチコ,『WxY』,（和田愛美）","マジでキモイ,マドカマチコ,『WxY』,（和田愛美）"
1250,jpg,1251,"まさに,黒歴史だな,久保ミツロウ,『アゲイン!!』,（今村金一郎）","まさに,黒歴史だな,久保ミツロウ,『アゲイン!!』,（今村金一郎）"
1251,jpg,1252,"…ほんっとに,バカだな,お前って,小花美穂,『こどものおもちゃ』,（羽山秋人）","…ほんっとに,バカだな,お前って,小花美穂,『こどものおもちゃ』,（羽山秋人）"
1252,jpg,1253,"コイツはまた,ハイレベルなバカが現れた!!,大武政夫,『ヒナまつり』","コイツはまた,ハイレベルなバカが現れた!!,大武政夫,『ヒナまつり』"
1253,jpg,1254,"はぁ！？,なにいってんのおまえ！？","はぁ！？,なにいってんのおまえ！？"
1254,jpg,1255,"まあ確かにドン引いたな,ドン引かないと言ったらウソになるね,イヤア!!!,DB（ドン引き）!,DB（ドン引き）!,久保ミツロウ,『アゲイン!!』,（菅楽喜＆岡本雅紀＆大隈達彦）","まあ確かにドン引いたな,ドン引かないと言ったらウソになるね,イヤア!!!,DB（ドン引き）!,DB（ドン引き）!,久保ミツロウ,『アゲイン!!』,（菅楽喜＆岡本雅紀＆大隈達彦）"
1255,jpg,1256,"そんなんじゃ一生童貞だね,久保ミツロウ,『モテキ』","そんなんじゃ一生童貞だね,久保ミツロウ,『モテキ』"
1256,jpg,1257,"スゴ━━イ,宮原るり,『僕らはみんな河合荘』,（千夏ちゃん）","スゴ━━イ,宮原るり,『僕らはみんな河合荘』,（千夏ちゃん）"
1257,jpg,1258,"何考えてんのよ,この…,変態ッ!!!,不潔!!,死んじゃえ!!!,由伊大輔,『ぺろわん!,-早くシなさい!,ご主人さま♪-』,（犬養一子）","何考えてんのよ,この…,変態ッ!!!,不潔!!,死んじゃえ!!!,由伊大輔,『ぺろわん!,-早くシなさい!,ご主人さま♪-』,（犬養一子）"
1258,jpg,1259,"………,………,あかんキモい,キモすぎる,中原アヤ,『ラブ★コン』,（小泉リサ）","………,………,あかんキモい,キモすぎる,中原アヤ,『ラブ★コン』,（小泉リサ）"
1259,jpg,1260,キモイー!!!,キモイー!!!
1260,jpg,1261,"オシャレなカップル同士でフェスに来る奴全員━━━……,絶滅しちゃえよおおお,久保ミツロウ,『モテキ』,（藤本幸世）","オシャレなカップル同士でフェスに来る奴全員━━━……,絶滅しちゃえよおおお,久保ミツロウ,『モテキ』,（藤本幸世）"
1261,jpg,1262,"いつか痛い目見やがれ！！,ヒロユキ,『アホガール』","いつか痛い目見やがれ！！,ヒロユキ,『アホガール』"
1262,jpg,1263,"アホだ！,アホじゃ！,アホだべ…,凪庵,『彼女がフラグをおられたら』,（旗立颯太＆菜波＆龍騎士原月麦）","アホだ！,アホじゃ！,アホだべ…,凪庵,『彼女がフラグをおられたら』,（旗立颯太＆菜波＆龍騎士原月麦）"
1263,jpg,1264,"えっ…？,あなたとデート…？,それってバイト代出る？,ゆうきゆう×ソウ,『モテるマンガ』","えっ…？,あなたとデート…？,それってバイト代出る？,ゆうきゆう×ソウ,『モテるマンガ』"
1264,jpg,1265,"それはすごいな,小林立,『咲-Saki-』,（愛宕洋榎）","それはすごいな,小林立,『咲-Saki-』,（愛宕洋榎）"
1265,jpg,1266,"こわ～,もうその発想が怖い～,末次由紀,『ちはやふる』,（村尾慎一）","こわ～,もうその発想が怖い～,末次由紀,『ちはやふる』,（村尾慎一）"
1266,jpg,1267,"何故だか……,その言葉はとても響きました…,冬川基,『とある科学の超電磁砲』,（御坂妹10032号）","何故だか……,その言葉はとても響きました…,冬川基,『とある科学の超電磁砲』,（御坂妹10032号）"
1267,jpg,1268,"とりあえず,すべて忘れて眠ろう！！,車谷晴子,『兄が妹で妹が兄で』","とりあえず,すべて忘れて眠ろう！！,車谷晴子,『兄が妹で妹が兄で』"
1268,jpg,1269,"ズバリ,私の趣味です,いふじシンセン,『アラクニド,-ARACHNID-』,（似我蜂）","ズバリ,私の趣味です,いふじシンセン,『アラクニド,-ARACHNID-』,（似我蜂）"
1269,jpg,1270,"ずっと友達だからな!!!,篠原健太,『SKET,DANCE』,（チェリー/佐倉実）","ずっと友達だからな!!!,篠原健太,『SKET,DANCE』,（チェリー/佐倉実）"
1270,jpg,1271,"ショックだ…,どんまいどんまい,小川麻衣子,『魚の見る夢』,（藤宮あかり＆黒川ナツオ）","ショックだ…,どんまいどんまい,小川麻衣子,『魚の見る夢』,（藤宮あかり＆黒川ナツオ）"
1271,jpg,1272,"しょうがねぇな…,悪くない。,阿久井真,『猛禽ちゃん』,（小鳥遊）","しょうがねぇな…,悪くない。,阿久井真,『猛禽ちゃん』,（小鳥遊）"
1272,jpg,1273,"こんなに可愛い子だとは思わなかった,支倉凍砂×桂明日香,『ビリオネアガール』,（白川弼）","こんなに可愛い子だとは思わなかった,支倉凍砂×桂明日香,『ビリオネアガール』,（白川弼）"
1273,jpg,1274,"ああああああっっ!!!,しまったやられた!!,高崎ゆうき,『おもちゃの教祖さま』,（佐倉大音）","ああああああっっ!!!,しまったやられた!!,高崎ゆうき,『おもちゃの教祖さま』,（佐倉大音）"
1274,jpg,1275,"嘘だ…,こんなの…,全部…,悪い夢だ……,俺は…,信じないぞ……,菅原敬太,『走馬灯株式会社』,（関隆広）","嘘だ…,こんなの…,全部…,悪い夢だ……,俺は…,信じないぞ……,菅原敬太,『走馬灯株式会社』,（関隆広）"
1275,jpg,1276,"まさかと思い頬をつねってみた,痛かった","まさかと思い頬をつねってみた,痛かった"
1276,jpg,1277,"こいつは…,久々に本気になれそうだ!!,面白い!!,鈴木央,『七つの大罪』,（ハウザー）","こいつは…,久々に本気になれそうだ!!,面白い!!,鈴木央,『七つの大罪』,（ハウザー）"
1277,jpg,1278,"げっそり・・・・,おーみや,『地獄恋すてふ』,（中村海琴）","げっそり・・・・,おーみや,『地獄恋すてふ』,（中村海琴）"
1278,jpg,1279,"クリスマスが来るのが怖い時に。,古味直志,『ニセコイ』,（桐崎千棘）","クリスマスが来るのが怖い時に。,古味直志,『ニセコイ』,（桐崎千棘）"
1279,jpg,1280,"が,がんばるんよっ,凪庵,『彼女がフラグをおられたら』,（盗賊山恵）","が,がんばるんよっ,凪庵,『彼女がフラグをおられたら』,（盗賊山恵）"
1280,jpg,1281,"うまっ！！,あっと,『のんのんびより』,（越谷小鞠）","うまっ！！,あっと,『のんのんびより』,（越谷小鞠）"
1281,jpg,1282,"テレビで「18きんネックレス」って言ったの聞いて,どんな卑猥なネックレスかと,わくわくしてしまった…,くずしろ,『少年少女18禁』,（早池峰和）","テレビで「18きんネックレス」って言ったの聞いて,どんな卑猥なネックレスかと,わくわくしてしまった…,くずしろ,『少年少女18禁』,（早池峰和）"
1282,jpg,1283,"…勝った…,むなしい戦いだった…,松本ひで吉,『さばげぶっ！』,（鳳美煌＆経堂麻耶）","…勝った…,むなしい戦いだった…,松本ひで吉,『さばげぶっ！』,（鳳美煌＆経堂麻耶）"
1283,jpg,1284,勝手にすれば？,勝手にすれば？
1284,jpg,1285,"彼はエロい事したいんですよ、女子高生と！,現役女子高生とですよ！,西森博之,『鋼鉄の華っ柱』,（古川）","彼はエロい事したいんですよ、女子高生と！,現役女子高生とですよ！,西森博之,『鋼鉄の華っ柱』,（古川）"
1285,jpg,1286,"あたしは女王さまになる…！,美内すずえ,『ガラスの仮面』,（北島マヤ）","あたしは女王さまになる…！,美内すずえ,『ガラスの仮面』,（北島マヤ）"
1286,jpg,1287,"女の子も……,エッチなのね……,植芝理一,『謎の彼女X』,（卜部美琴）","女の子も……,エッチなのね……,植芝理一,『謎の彼女X』,（卜部美琴）"
1287,jpg,1288,"処理不能,双見酔,『空の下屋根の中』,（笹川香奈絵）","処理不能,双見酔,『空の下屋根の中』,（笹川香奈絵）"
1288,jpg,1289,"出来ておりません,古味直志,『ニセコイ』,（アーデルト・桐崎・ウォグナー）","出来ておりません,古味直志,『ニセコイ』,（アーデルト・桐崎・ウォグナー）"
1289,jpg,1290,"あ～,毎日,ごはん食て寝るだけや～,出会い～,出会いがない～,中原アヤ,『ラブ★コン』,（小泉リサ）","あ～,毎日,ごはん食て寝るだけや～,出会い～,出会いがない～,中原アヤ,『ラブ★コン』,（小泉リサ）"
1290,jpg,1291,"手伝ってやってもいいぞ！,鳴見なる＋唐花見コウ,『JA,～女子によるアグリカルチャー～』,（青山妃）","手伝ってやってもいいぞ！,鳴見なる＋唐花見コウ,『JA,～女子によるアグリカルチャー～』,（青山妃）"
1291,jpg,1292,手伝おう!!,手伝おう!!
1292,jpg,1293,"何でも取り立てますよ,取り立ての鬼ですから,大武政夫,『ヒナまつり』","何でも取り立てますよ,取り立ての鬼ですから,大武政夫,『ヒナまつり』"
